part_number,supplier_code,supplier_part_number,supplier_cost,is_preferred
025-00050,CHF,025-00050,156.7,True
025067,BEN,025067,280.0,True
025067W,BEN,025067W,0.0,True
025073W,BEN,025073W,0.0,True
025074W,BEN,025074W,0.0,True
025079W,BEN,025079W,0.0,True
025257W,BEN,025257W,0.0,True
025258W,BEN,025258W,0.0,True
025261W,BEN,025261W,0.0,True
025262W,BEN,025262W,0.0,True
025309W,BEN,025309W,0.0,True
025350,PS,025350,22.99,True
025366W,BEN,025366W,0.0,True
026-00025,CHF,026-00025,121.6,True
026-00028,CHF,026-00028,98.0,True
026-00043,CHF,026-00043,158.3,True
026-0119,CHF,026-0119,103.19,True
026-0119W,CHF,026-0119W,0.0,True
026-0341,CHF,026-0341,21.88,True
026-0594,CHF,026-0594,55.98,True
026-6321,CHF,026-6321,146.5,True
026-6322,CHF,026-6322,66.0,True
026-6324,CHF,026-6324,0.0,True
026-6638,CHF,026-6638,87.7,True
026-7023,CHF,026-7023,195.18,True
026-7030,CHF,026-7030,84.16,True
026-7034,CHF,026-7034,98.0,True
026-7039,CHF,026-7039,67.4,True
026-7409,CHF,026-7409,72.11,True
027-6001,CHF,027-6001,29.84,True
027081W,BEN,027081W,0.0,True
027382W,BEN,027382W,0.0,True
027548W,BEN,027548W,0.0,True
027801,BEN,027801,60.0,True
027801W,BEN,027801W,0.0,True
027932W,BEN,027932W,0.0,True
027940W,BEN,027940W,0.0,True
028-00096,CHF,028-00096,264.84,True
028-00098W,CHF,028-00098W,2.0,True
028-00123,CHF,028-00123,0.0,True
028-00125,CHF,028-00125,44.0,True
028-00126W,CHF,028-00126W,44.0,True
028-00137,CHF,028-00137,0.0,True
028-00141,CHF,028-00141,574.34,True
028-00141W,CHF,028-00141W,0.0,True
028-0961,CHF,028-0961,1.96,True
028-0967,CHF,028-0967,1.96,True
028-0968,CHF,028-0968,1.96,True
028-0969,CHF,028-0969,1.96,True
028-0971,CHF,028-0971,1.96,True
028-1115,CHF,028-1115,0.9,True
028-1399,CHF,028-1399,13.92,True
028-1725,CHF,028-1725,5.2,True
028-1740,CHF,028-1740,0.0,True
028-1751,CHF,028-1751,34.04,True
028-2520,CHF,028-2520,7.0,True
028-5025,CHF,028-5025,97.76,True
028-6004,CHF,028-6004,143.83,True
028-6011,CHF,028-6011,750.0,True
028-7525,CHF,028-7525,395.14,True
028-9069,CHF,028-9069,32.98,True
028-9165,CHF,028-9165,25.48,True
028-9166,CHF,028-9166,16.26,True
028-9167,CHF,028-9167,9.8,True
028-9168,CHF,028-9168,10.7,True
028-9169,CHF,028-9169,2.9025,True
028-9171,CHF,028-9171,10.88,True
028-9203,CHF,028-9203,40.05,True
028-9402,CHF,028-9402,195.56,True
028-9571,CHF,028-9571,6.0,True
028-9599,CHF,028-9599,10.0,True
028-9930,CHF,028-9930,2.0,True
028127-MSPT-,BEN,028127-MSPT-,0.0,True
028138W,BEN,028138W,0.0,True
028147,DM,028147,90.99,True
02840,VRG,02840,1168.0,True
028838W,BEN,028838W,0.0,True
028882001007,NAP,028882001007,19.99,True
028882903158,NAP,028882903158,5.29,True
029-00023,CHF,029-00023,35.7,True
029-0227,CHF,029-0227,2.28,True
029-0228,CHF,029-0228,2.92,True
029-7030,CHF,029-7030,716.0,True
030-00150,CHF,030-00150,35.0,True
030-0355,CHF,030-0355,0.0,True
030-1077,CHF,030-1077,47.94,True
030-1086,CHF,030-1086,0.0,True
030-1108,CHF,030-1108,40.0,True
030-1110,CHF,030-1110,63.0,True
030-1111,CHF,030-1111,32.0,True
030-6026,CHF,030-6026,72.2,True
030-9354,CHF,030-9354,36.86,True
030-9396,CHF,030-9396,106.82,True
030258W,BEN,030258W,0.0,True
031-00019,CHF,031-00019,73.78,True
031-00027,CHF,031-00027,1250.6,True
031-00140,CHF,031-00140,112.14,True
031-00165,CHF,031-00165,461.86,True
031-00180,CHF,031-00180,75.08,True
031-00193,CHF,031-00193,535.88,True
031-00213,CHF,031-00213,908.44,True
031-00218,CHF,031-00218,17.9,True
031-00221,CHF,031-00221,1124.64,True
031-0059,CHF,031-0059,9.41,True
031-0905,CHF,031-0905,1086.98,True
031-1133,CHF,031-1133,17.78,True
031-1170,CHF,031-1170,10.6,True
031-1187,CHF,031-1187,266.8,True
031-1202,CHF,031-1202,275.78,True
031-1314,CHF,031-1314,0.76,True
031-1401,CHF,031-1401,33.25,True
031-1499,CHF,031-1499,185.18,True
031-1500,CHF,031-1500,266.0,True
031-1525,CHF,031-1525,79.5,True
031-1526,CHF,031-1526,58.69,True
031-1531,CHF,031-1531,104.0,True
031-1532,CHF,031-1532,0.0,True
031-1702,CHF,031-1702,99.94,True
031-1706,CHF,031-1706,0.0,True
031-1707,CHF,031-1707,0.0,True
031-2091,CHF,031-2091,7064.0,True
031-8264,CHF,031-8264,178.98,True
031-8270,CHF,031-8270,46.58,True
031-8275,CHF,031-8275,865.8,True
031-8283,CHF,031-8283,337.1,True
031-8314,CHF,031-8314,18.1,True
032-00018,CHF,032-00018,29.18,True
032-00038,CHF,032-00038,167.9,True
032-00142,CHF,032-00142,171.32,True
032-0086,CHF,032-0086,20.0,True
032-1507,CHF,032-1507,88.0,True
032-9269,CHF,032-9269,122.0,True
032-9270,CHF,032-9270,110.0,True
032431W,BEN,032431W,0.0,True
032767W,BEN,032767W,0.0,True
033-9505,CHF,033-9505,2.0,True
033206-10,PAX,033206-10,5.42,True
033227,BEN,033227,535.0,True
033227W,BEN,033227W,0.0,True
033436-10,PAX,033436-10,4.45,True
033544000434,NFS,033544000434,15.2,True
033802-10,PAX,033802-10,9.95,True
035-00025,CHF,035-00025,34.28,True
035-00127,CHF,035-00127,132.04,True
035-00150,CHF,035-00150,475.2,True
035-0029,CHF,035-0029,81.42,True
035-1215,CHF,035-1215,15.0,True
035-1228,CHF,035-1228,64.0,True
035-1300,CHF,035-1300,0.0,True
035-1301,CHF,035-1301,44.0,True
035-3080,CHF,035-3080,43.26,True
035-3081,CHF,035-3081,14.26,True
035-9014,CHF,035-9014,116.92,True
040-00010,CHF,040-00010,78.25,True
040-00012,CHF,040-00012,55.9,True
040-00037,CHF,040-00037,736.64,True
040-5885,CHF,040-5885,500.0,True
04103-ZY6-020,HP,04103-ZY6-020,319.86,True
04103-ZY6-040,HP,04103-ZY6-040,372.585,True
04103-ZY6-050ZA,HP,04103-ZY6-050ZA,397.42,True
041426,PAX,041426,45.47,True
045-0839,CHF,045-0839,0.0,True
048-1248,CHF,048-1248,220.5,True
048-1285,CHF,048-1285,34.82,True
048-1316,CHF,048-1316,6.98,True
048-5211,CHF,048-5211,0.0,True
048-5217,CHF,048-5217,0.0,True
048-5222,CHF,048-5222,26.7,True
048-5227,CHF,048-5227,22.0,True
048-5232,CHF,048-5232,56.66,True
048-5867,CHF,048-5867,654.0,True
05085,NAP,05085,42.99,True
05089,NAP,05089,2.99,True
055-2340,CHF,055-2340,32.42,True
055-2344,CHF,055-2344,13.22,True
055-2345,CHF,055-2345,36.69,True
056-00022,CHF,056-00022,24.76,True
056-00125,CHF,056-00125,1.6,True
056-0871,CHF,056-0871,4.32,True
060-1793,CHF,060-1793,2589.02,True
060-1794,CHF,060-1794,529.98,True
060-1795,CHF,060-1795,529.98,True
060-1804,CHF,060-1804,32.44,True
061-2005,CHF,061-2005,187.62,True
061-2007,CHF,061-2007,18.04,True
06178-ZW1-030GH,HP,06178-ZW1-030GH,61.76,True
06191-ZY6-000,HP,06191-ZY6-000,16.7,True
06191-ZY6-010,HP,06191-ZY6-010,27.29,True
06191-ZY6-R01,HP,06191-ZY6-R01,27.29,True
06192-ZV4-A00,HP,06192-ZV4-A00,8.77,True
06192-ZW9-A30,HP,06192-ZW9-A30,18.57,True
06192-ZW9-A31,HP,06192-ZW9-A31,18.57,True
06192-ZW9-A32,HP,06192-ZW9-A32,18.57,True
06192-ZY3-000,HP,06192-ZY3-000,46.66,True
06192-ZY6-000,HP,06192-ZY6-000,47.2,True
06192-ZY6-010,HP,06192-ZY6-010,47.2,True
06192-ZY6-020,HP,06192-ZY6-020,47.2,True
06192-ZY6-030,HP,06192-ZY6-030,47.2,True
06193-ZV5-020,HP,06193-ZV5-020,39.37,True
06193-ZV5-030,HP,06193-ZV5-030,39.37,True
06193-ZV5-040,HP,06193-ZV5-040,39.37,True
06193-ZV7-020,HP,06193-ZV7-020,49.99,True
06193-ZV7-030,HP,06193-ZV7-030,49.99,True
06193-ZV7-040,HP,06193-ZV7-040,49.99,True
06193-ZW1-305,HP,06193-ZW1-305,151.37,True
06193-ZY1-010,HP,06193-ZY1-010,29.12,True
06193-ZY1-020,HP,06193-ZY1-020,29.12,True
06193-ZY1-030,HP,06193-ZY1-030,29.12,True
06193-ZY3-000,HP,06193-ZY3-000,132.28,True
06193-ZY6-A01,HP,06193-ZY6-A01,81.59,True
06193-ZY6-A02,HP,06193-ZY6-A02,81.59,True
06193-ZY6-A03,HP,06193-ZY6-A03,81.59,True
06194-ZZ3-000,HP,06194-ZZ3-000,91.19,True
06194-ZZ3-020,HP,06194-ZZ3-020,91.19,True
06411-ZW1-020,HP,06411-ZW1-020,40.36,True
065-00048,CHF,065-00048,281.0,True
065-00060,CHF,065-00060,547.18,True
065-00090,CHF,065-00090,79.02,True
065-00112,CHF,065-00112,6007.49,True
065-0060,CHF,065-0060,512.98,True
065-12231,CHF,065-12231,25.46,True
065-1397,CHF,065-1397,247.98,True
065-3733,CHF,065-3733,469.26,True
065-5027,CHF,065-5027,1060.0,True
065-6537,CHF,065-6537,530.0,True
065-90001,CHF,065-90001,262.0,True
065-9005,CHF,065-9005,79.93,True
065-9069,CHF,065-9069,527.98,True
06922,BEN,06922,16.0,True
06S9079,COS,06S9079,131.76,True
06a919081D,NAP,06a919081D,8.08,True
071-1905,CHF,071-1905,2.02,True
072-00071-3,CHF,072-00071-3,399.8,True
072-4046-9,CHF,072-4046-9,1227.1,True
072-6030-9,CHF,072-6030-9,1433.8,True
072-6033-3,CHF,072-6033-3,980.0,True
072-6040-6,CHF,072-6040-6,1236.0,True
072-6063-3,CHF,072-6063-3,725.1,True
072-8028-3,CHF,072-8028-3,1483.9,True
072-8090-3,CHF,072-8090-3,2012.6,True
072-8506-6,CHF,072-8506-6,599.9,True
075-00055,CHF,075-00055,87.98,True
075-5052,CHF,075-5052,27.78,True
075-5433,CHF,075-5433,18.0,True
07631-93L00,SO,07631-93L00,3.54,True
07JAZ-001090A,HP,07JAZ-001090A,0.34,True
07VPZ-002090A,HP,07VPZ-002090A,4.54,True
080-00009,CHF,080-00009,16.1,True
080-0730,CHF,080-0730,1.0,True
080-0733,CHF,080-0733,3.28,True
0802B-K,SPC,0802B-K,28.0,True
080660956954,NFS,080660956954,15.6,True
08207-10W30MFC-,HP,08207-10W30MFC-,6.2,True
08209-10W30,HP,08209-10W30,1.47,True
08209-10W30MFC-,HP,08209-10W30MFC-,24.39,True
08221-16256,SO,08221-16256,1.37,True
08232-H99-K1LA1,HP,08232-H99-K1LA1,6.2,True
08232-H99-K4LA1,HP,08232-H99-K4LA1,24.39,True
08316-10087,SO,08316-10087,1.62,True
084-1013,CHF,084-1013,71.13,True
084-9804,CHF,084-9804,15.0,True
08739-90W,HP,08739-90W,5.45,True
091,NAP,091,27.99,True
09103-06281,SO,09103-06281,2.15,True
09116-06121,SO,09116-06121,1.95,True
09117-08047,SO,09117-08047,3.36,True
09118-08090,SO,09118-08090,4.61,True
09118-08172,SO,09118-08172,4.69,True
09132-04034,SO,09132-04034,1.58,True
09136-06148,SO,09136-06148,1.96,True
09136-06149,SO,09136-06149,2.66,True
09136-06161,SO,09136-06161,2.26,True
09139-06135,SO,09139-06135,3.35,True
09139-06147,SO,09139-06147,16.31,True
09139-06249,SO,09139-06249,1.42,True
09140-14021,SO,09140-14021,2.02,True
09140-14024,SO,09140-14024,2.02,True
09140-16021,SO,09140-16021,2.69,True
09159-10050,SO,09159-10050,1.72,True
09159-16027,SO,09159-16027,19.04,True
09159-28003,SO,09159-28003,29.71,True
09160-06047,SO,09160-06047,1.37,True
09160-06055,SO,09160-06055,1.13,True
09160-10141,SO,09160-10141,2.46,True
09160-16026,SO,09160-16026,3.15,True
09160-39001,SO,09160-39001,2.37,True
09168-10022,SO,09168-10022,1.06,True
09168-10031,SO,09168-10031,1.46,True
09168-10034,SO,09168-10034,1.44,True
09168-10038,SO,09168-10038,1.6,True
09168-12012,SO,09168-12012,1.33,True
09168-12013,SO,09168-12013,2.48,True
09168-12017,SO,09168-12017,1.42,True
09181-12158,SO,09181-12158,1.62,True
09181-39001,SO,09181-39001,2.55,True
09181-41004,SO,09181-41004,4.9,True
09181-41005,SO,09181-41005,4.9,True
09181-60004,SO,09181-60004,3.23,True
09181-60005,SO,09181-60005,3.23,True
09181-60006,SO,09181-60006,3.23,True
09181-60007,SO,09181-60007,3.23,True
09181-60008,SO,09181-60008,3.23,True
09181-60009,SO,09181-60009,3.23,True
09181-60010,SO,09181-60010,3.23,True
09181-60011,SO,09181-60011,3.23,True
09181-60012,SO,09181-60012,3.23,True
09181-60013,SO,09181-60013,3.23,True
09204-02004,SO,09204-02004,0.87,True
09204-03003,SO,09204-03003,1.75,True
09208-06011,SO,09208-06011,1.41,True
09248-10008,SO,09248-10008,4.73,True
09248-12009,SO,09248-12009,3.92,True
09248-18011,SO,09248-18011,4.63,True
09250-10001,SO,09250-10001,1.36,True
09262-40021,SO,09262-40021,75.41,True
09263-32017,SO,09263-32017,123.07,True
09265-25024,SO,09265-25024,38.31,True
09265-25038,SO,09265-25038,33.29,True
09269-32002,SO,09269-32002,136.88,True
09280-00040,SO,09280-00040,4.91,True
09280-08005,SO,09280-08005,1.28,True
09280-09008,SO,09280-09008,2.26,True
09280-13005,SO,09280-13005,1.23,True
09280-21015,SO,09280-21015,1.97,True
09280-22019,SO,09280-22019,1.7,True
09280-22020,SO,09280-22020,2.43,True
09280-26005,SO,09280-26005,1.67,True
09280-26006,SO,09280-26006,2.01,True
09280-26014,SO,09280-26014,3.55,True
09280-29008,SO,09280-29008,2.69,True
09280-33004,SO,09280-33004,1.62,True
09280-54001,SO,09280-54001,2.74,True
09280-55006,SO,09280-55006,5.11,True
09280-56005,SO,09280-56005,8.73,True
09280-60007,SO,09280-60007,3.72,True
09280-66004,SO,09280-66004,3.72,True
09280-69001,SO,09280-69001,2.68,True
09280-70002,SO,09280-70002,2.56,True
09280-70012,SO,09280-70012,12.27,True
09280-92004,SO,09280-92004,7.35,True
09280-97001,SO,09280-97001,3.05,True
09282-08005,SO,09282-08005,4.73,True
09282-12L04,SO,09282-12L04,9.94,True
09282-15010,SO,09282-15010,3.44,True
09282-17011,SO,09282-17011,8.01,True
09282-17013,SO,09282-17013,4.98,True
09282-24004,SO,09282-24004,4.64,True
09282-25001,SO,09282-25001,3.76,True
09282-30006,SO,09282-30006,3.81,True
09282-30007,SO,09282-30007,5.37,True
09282-39001,SO,09282-39001,4.12,True
09283-10011,SO,09283-10011,4.21,True
09283-32044,SO,09283-32044,13.81,True
09283-37005,SO,09283-37005,14.58,True
09289-05006,SO,09289-05006,2.93,True
09289-25006,SO,09289-25006,8.16,True
09306-17001,SO,09306-17001,1.87,True
09320-08062,SO,09320-08062,9.8,True
09360-12008,SO,09360-12008,7.04,True
09362-09008,SO,09362-09008,1.94,True
09363-08004,SO,09363-08004,11.13,True
09380-17009,SO,09380-17009,1.38,True
09380-38003,SO,09380-38003,3.98,True
09381-40003,SO,09381-40003,3.39,True
09383-04002,SO,09383-04002,0.5,True
09385-06012,SO,09385-06012,1.37,True
09387-38002,SO,09387-38002,5.03,True
09387-39002,SO,09387-39002,4.63,True
09387-45001,SO,09387-45001,1.87,True
09387-52001,SO,09387-52001,1.87,True
09401-08413,SO,09401-08413,1.39,True
09401-11423,SO,09401-11423,1.39,True
09401-11425,SO,09401-11425,2.3,True
09401-20409,SO,09401-20409,2.47,True
09401-31407,SO,09401-31407,4.37,True
09420-04008,SO,09420-04008,2.49,True
09440-49004,SO,09440-49004,2.25,True
09440-52003,SO,09440-52003,1.74,True
09481-30401,SO,09481-30401,5.4,True
09481-60401,SO,09481-60401,4.47,True
09482-00427,SO,09482-00427,2.42,True
09482-00642,SO,09482-00642,15.23,True
09482-00649,SO,09482-00649,3.96,True
09482-00661,SO,09482-00661,10.66,True
09482-00L04,SO,09482-00L04,7.65,True
09933-19324,SO,09933-19324,511.55,True
09933-19325,SO,09933-19325,593.01,True
09933-19326,SO,09933-19326,647.15,True
1-51014,DM,1-51014,5.09,True
1-51088,DM,1-51088,22.61,True
1-51181,DM,1-51181,79.49,True
1-51751,DM,1-51751,46.55,True
1-54730,DM,1-54730,4.97,True
1-55030,DM,1-55030,1.07,True
1-55034,DM,1-55034,1.61,True
1-55168,DM,1-55168,1.79,True
1-57430,DM,1-57430,38.65,True
1-59818,DM,1-59818,8.03,True
1-B15404BLU,DM,1-B15404BLU,240.23,True
1-BS10446MRA,DM,1-BS10446MRA,40.87,True
1-BS704BKA,DM,1-BS704BKA,202.29,True
1-CC17912,LS,1-CC17912,37.46,True
1-CCX17912,LS,1-CCX17912,51.28,True
1-CCX17921,LS,1-CCX17921,62.79,True
1-CCX17923,LS,1-CCX17923,65.0,True
1-CCX63312,LS,1-CCX63312,47.65,True
1-CCX63316,LS,1-CCX63316,51.79,True
1-HA5450,LS,1-HA5450,84.61,True
1-HC46453,LS,1-HC46453,448.99,True
1-HC53453,LS,1-HC53453,648.89,True
1-HF5526,LS,1-HF5526,26.23,True
1-HH64914,LS,1-HH64914,966.37,True
1-HK6400TC3,LS,1-HK6400TC3,1435.69,True
1-HK6400TC4,LS,1-HK6400TC4,1457.43,True
1-HK7520A3,LS,1-HK7520A3,1566.54,True
1-HK7522A3,LS,1-HK7522A3,1656.19,True
1-HO5090,LS,1-HO5090,36.61,True
1-HO5114,LS,1-HO5114,142.63,True
1-HO5124,LS,1-HO5124,201.5,True
1-PA12003,LS,1-PA12003,2166.56,True
1-PA13152,LS,1-PA13152,2074.49,True
1-SH4910P,LS,1-SH4910P,153.86,True
1-SH91800P,LS,1-SH91800P,157.18,True
1-SS13218,LS,1-SS13218,303.43,True
1-SSC6212,LS,1-SSC6212,123.23,True
1-SSC6218,LS,1-SSC6218,125.22,True
1-SSC6220,LS,1-SSC6220,125.88,True
10-1155,PMI,10-1155,0.82,True
10-16126,MM,10-16126,4.85,True
10-37978,MM,10-37978,1.7,True
10-4010725,MM,10-4010725,2.9,True
10-46652,MM,10-46652,0.47,True
10-79953Q04,MM,10-79953Q04,3.75,True
10-806327,MM,10-806327,3.35,True
10-82494830,MM,10-82494830,1.6,True
10-82497020,MM,10-82497020,1.9,True
10-856722,MM,10-856722,0.0,True
10-857137,MM,10-857137,9.2,True
10-881107,MM,10-881107,1.09,True
10-882322,MM,10-882322,2.1,True
10-88348935,MM,10-88348935,1.25,True
10-88441430,MM,10-88441430,1.2,True
10-885349501,MM,10-885349501,11.65,True
10-892373001,MM,10-892373001,8.15,True
10-893754035,MM,10-893754035,0.0,True
10-8M0037204,MM,10-8M0037204,2.85,True
10-8M0047718,MM,10-8M0047718,4.45,True
10-8M0071653,MM,10-8M0071653,4.05,True
10-8M0075053,MM,10-8M0075053,1.9,True
10-8M0075735,MM,10-8M0075735,0.85,True
10-8M0084649,MM,10-8M0084649,2.3,True
10-8M0102995,MM,10-8M0102995,3.75,True
10-8M0103805,MM,10-8M0103805,1.25,True
10-8M0103806,MM,10-8M0103806,1.2,True
10-8M0142829,MM,10-8M0142829,0.45,True
10-8M0161437,MM,10-8M0161437,12.05,True
10-8M0168894,MM,10-8M0168894,0.0,True
10-8M0204721,MM,10-8M0204721,1.15,True
10-8M0205943,MM,10-8M0205943,3.15,True
10-8M0230977,MM,10-8M0230977,1.2,True
10-8M0241960,MM,10-8M0241960,1.55,True
10-90045,MM,10-90045,1.85,True
10-90092,MM,10-90092,0.0,True
100-851666WH,LS,100-851666WH,203.39,True
100-851667WH,LS,100-851667WH,145.08,True
100-8M0057756,MM,100-8M0057756,894.35,True
100-8M0142178,MM,100-8M0142178,1918.05,True
100-8M0142205,MM,100-8M0142205,525.95,True
100-8M0142227,MM,100-8M0142227,269.95,True
100-8M0142582,MM,100-8M0142582,139.95,True
100-8M0142593,MM,100-8M0142593,1155.95,True
100-8M0147768,MM,100-8M0147768,939.55,True
100-8M0182315,MM,100-8M0182315,2410.95,True
100-8M0231234,MM,100-8M0231234,2699.95,True
100-8M4500754,MM,100-8M4500754,14.55,True
100-932222,LS,100-932222,24.12,True
100-932223,LS,100-932223,28.5,True
100-941627WH,LS,100-941627WH,156.21,True
100-K100,PAX,100-K100,5.29,True
10000,MM,10000,0.0,True
100000,CW,100000,305.11,True
100004,BAR,100004,0.0,True
100004,VP,100004,0.0,True
100006,CW,100006,174.34,True
100007,CW,100007,159.81,True
100007W,BAR,100007W,0.0,True
100007W-EXTRA,BAR,100007W-EXTRA,0.0,True
100016,CW,100016,74.99,True
100018,CW,100018,187.49,True
100019,CW,100019,104.99,True
10002-88873,SO,10002-88873,1593.1,True
10002-88875,SO,10002-88875,1593.1,True
10002-98853,SO,10002-98853,4949.67,True
10004-98810,SO,10004-98810,11004.6,True
10004-98811,SO,10004-98811,10842.0,True
10004-98812,SO,10004-98812,11167.3,True
10004-98813,SO,10004-98813,11789.3,True
10004-98814,SO,10004-98814,11789.3,True
100047W,BAR,100047W,0.0,True
1001,PMI,1001,32.2,True
10010,CW,10010,17.78,True
100121W,BAR,100121W,0.0,True
100129,BAR,100129,1015.0,True
100129,CW,100129,12.38,True
100129S,BAR,100129S,1015.0,True
100136,CW,100136,83.03,True
100136W,BAR,100136W,0.0,True
100157,BAR,100157,42.65,True
100157W,BAR,100157W,0.0,True
100159,BAR,100159,7.7,True
100168,BAR,100168,7.5,True
100200,BAR,100200,2950.0,True
100207W,BAR,100207W,0.0,True
100213,BAR,100213,8.05,True
100213W,BAR,100213W,0.0,True
100231,BAR,100231,200.0,True
100231W,BAR,100231W,0.0,True
100234,BAR,100234,405.0,True
100234W,BAR,100234W,0.0,True
100236,BAR,100236,0.0,True
100237,BAR,100237,0.0,True
100274,BAR,100274,36.0,True
100275,BAR,100275,400.0,True
100278,BAR,100278,7.3,True
100279,BAR,100279,115.0,True
100290,BAR,100290,0.0,True
100299W,BAR,100299W,0.0,True
100308,BAR,100308,7.5,True
100314,CW,100314,7.99,True
100321,BAR,100321,300.0,True
1004-BCB,LPM,1004-BCB,22.5,True
1004-ESB,LPM,1004-ESB,850.0,True
1005-504,MM,1005-504,5.5,True
100516,CW,100516,6950.02,True
100517,CW,100517,4200.0,True
100535,CW,100535,314.5,True
100538,CW,100538,136.0,True
100551,CW,100551,136.0,True
10076,WSL,10076,12.5,True
10077,WSL,10077,12.5,True
10077K-SHW,LMS,10077K-SHW,25.3,True
10078,WSL,10078,12.5,True
100792,BAR,100792,4775.0,True
100796,BAR,100796,23.15,True
10080,WSL,10080,13.5,True
100807,BAR,100807,535.0,True
100814,BAR,100814,15.85,True
100814W,BAR,100814W,0.0,True
100819,BAR,100819,6.95,True
100819W,BAR,100819W,0.0,True
100902W,BAR,100902W,0.0,True
100920,BAR,100920,9.6,True
101156,BAR,101156,16.6,True
101204,CW,101204,110.0,True
101216,CW,101216,195.26,True
101250,CW,101250,3679.98,True
101271,BAR,101271,0.95,True
101275,BAR,101275,0.3,True
101279W,BAR,101279W,0.0,True
101312,CW,101312,262.49,True
101313,CW,101313,262.49,True
101320,CW,101320,41.24,True
101328,BAR,101328,0.1,True
101361W,BAR,101361W,0.0,True
101384W,BAR,101384W,0.0,True
101402,BAR,101402,0.0,True
101448,CW,101448,152.75,True
101565W,BAR,101565W,0.0,True
101583,BAR,101583,175.0,True
101599,BAR,101599,0.0,True
101601W,BAR,101601W,0.0,True
101609W,BAR,101609W,0.0,True
101651,CW,101651,159.99,True
101651W,BAR,101651W,0.0,True
101727,CW,101727,1839.99,True
101727,PS,101727,213.99,True
101729,PS,101729,179.99,True
101729W,BAR,101729W,0.0,True
101758W,BAR,101758W,0.0,True
101784W,BAR,101784W,0.0,True
101787,BAR,101787,116.0,True
1019,PS,1019,19.99,True
101903,BAR,101903,0.0,True
101946,BAR,101946,0.08,True
101946W,BAR,101946W,0.0,True
101980,BAR,101980,10.0,True
101981W,BAR,101981W,0.0,True
101999,BAR,101999,2.0,True
102016,BAR,102016,7.95,True
102016W,BAR,102016W,0.0,True
102075,BAR,102075,445.5,True
102077,BAR,102077,472.5,True
102077W,BAR,102077W,0.0,True
102078,BAR,102078,411.3,True
102079,BAR,102079,90.9,True
102147,BAR,102147,0.0,True
102246,BAR,102246,4.7,True
102271,BAR,102271,41.6,True
102271W,BAR,102271W,0.0,True
102310,BAR,102310,25.0,True
102310W,BAR,102310W,0.0,True
102312W,BAR,102312W,0.0,True
102314,BAR,102314,22.0,True
102314W,BAR,102314W,0.0,True
102364,BAR,102364,0.0,True
102516,CW,102516,2319.2,True
102610,BAR,102610,10.0,True
102610W,BAR,102610W,0.0,True
102692,BAR,102692,4.95,True
102695,BAR,102695,0.0,True
102699,BAR,102699,0.0,True
102725,BAR,102725,4.7,True
102725W,BAR,102725W,0.0,True
102750,BAR,102750,995.0,True
102764,BAR,102764,0.0,True
102850,CW,102850,639.2,True
102874,BAR,102874,1.45,True
102920,CW,102920,6.97,True
102940,CW,102940,939.76,True
102943,CW,102943,160.99,True
103100,BAR,103100,2.5,True
103194W,BAR,103194W,0.0,True
103229,BAR,103229,0.0,True
103231,BAR,103231,0.0,True
103298W,BAR,103298W,0.0,True
103361,BAR,103361,10.0,True
103361W,BAR,103361W,0.0,True
103380,BAR,103380,21.2,True
1034-9003,MM,1034-9003,0.0,True
103476,BAR,103476,14.9,True
103476W,BAR,103476W,0.0,True
103495,BAR,103495,0.0,True
10351,CW,10351,78.62,True
103549,BAR,103549,48.0,True
103549W,BAR,103549W,0.0,True
